500,30,13,5,H
13,9,g
14,9,g
15,9,g
16,9,g
17,9,g
18,9,g
19,9,g
20,9,g
21,9,g
22,9,g
23,9,g
4,14,g
5,14,g
6,14,g
7,14,g
8,14,g
12,10,j
12,11,j
13,11,j
14,11,j
15,11,j
16,11,j
17,11,j
18,11,j
19,11,j
20,11,j
21,11,j
22,11,j
23,11,j
13,10,j
14,10,j
15,10,j
16,10,j
17,10,j
18,10,j
19,10,j
20,10,j
21,10,j
22,10,j
23,10,j
11,10,v
11,11,v
11,9,i
4,15,v
4,16,v
8,15,w
8,16,w
5,15,j
6,15,j
7,15,j
5,16,j
6,16,j
7,16,j
24,10,w
24,11,w
12,9,g
24,9,k
28,9,i
29,9,g
30,9,g
31,9,k
28,10,v
28,11,v
31,10,p
31,11,p
29,10,j
30,10,j
30,11,j
29,11,j
35,11,i
36,11,g
37,11,g
38,11,k
35,12,v
35,13,v
38,12,p
38,13,p
36,12,j
37,12,j
37,13,j
36,13,j
41,14,i
42,14,g
43,14,g
44,14,k
12,17,g
13,17,g
14,17,g
15,17,g
16,17,g
17,17,g
18,17,g
19,17,g
20,17,g
21,17,g
22,17,g
23,17,g
24,17,g
25,17,g
11,17,i
26,17,k
12,18,j
13,18,j
14,18,j
15,18,j
16,18,j
17,18,j
18,18,j
19,18,j
20,18,j
21,18,j
22,18,j
23,18,j
24,18,j
25,18,j
11,18,v
26,18,p
12,16,z
13,16,z
14,16,z
15,16,z
16,16,z
17,16,z
18,16,z
19,16,z
20,16,z
21,16,z
22,16,z
23,16,z
24,16,z
25,16,z
42,15,j
42,16,j
43,15,j
43,16,j
41,15,v
41,16,v
44,15,p
44,16,p
47,15,v
47,16,v
48,15,j
49,15,j
48,16,j
49,16,j
47,14,i
48,14,g
49,14,g
50,14,g
51,14,g
52,14,g
53,14,g
54,14,g
55,14,g
56,14,g
57,14,g
50,15,j
50,16,j
51,15,j
52,15,j
53,15,j
54,15,j
55,15,j
56,15,j
57,15,j
51,16,j
52,16,j
53,16,j
54,16,j
55,16,j
56,16,j
57,16,j
19,7,a
19,8,c
20,7,r
20,8,d
19,5,q
49,12,a
50,12,r
49,13,c
50,13,d
49,10,q
54,10,q
54,12,a
55,12,r
54,13,c
55,13,d
58,13,i
58,14,o
59,13,o
60,12,o
61,11,o
62,10,o
59,12,i
60,11,i
61,10,i
62,9,i
63,9,g
58,15,j
59,15,j
60,15,j
59,14,j
60,14,j
60,13,j
61,13,j
61,12,j
62,12,j
62,11,j
63,11,j
63,10,j
63,12,j
63,13,j
63,14,j
63,15,j
63,16,j
58,16,j
59,16,j
60,16,j
61,16,j
62,16,j
61,15,j
62,13,j
62,14,j
62,15,j
61,14,j
68,9,g
69,9,k
70,10,k
71,11,k
72,12,k
73,13,k
74,14,k
75,15,k
76,16,k
64,9,y
65,9,y
66,9,y
67,9,y
64,10,j
64,11,j
64,12,j
64,13,j
64,14,j
64,15,j
64,16,j
65,10,j
66,10,j
67,10,j
68,10,j
65,11,j
66,11,j
67,11,j
68,11,j
68,12,j
68,13,j
68,14,j
68,15,j
68,16,j
67,16,j
66,16,j
65,16,j
65,15,j
65,14,j
65,13,j
65,12,j
66,12,j
67,12,j
67,13,j
67,14,j
67,15,j
66,15,j
66,14,j
66,13,j
65,8,c
65,7,c
66,8,d
66,7,d
65,6,a
66,6,r
65,4,q
63,8,y
68,8,y
69,10,p
70,11,p
71,12,p
72,13,p
73,14,p
74,15,p
75,16,p
69,11,j
69,12,j
69,13,j
69,14,j
69,15,j
69,16,j
70,12,j
70,13,j
70,14,j
70,15,j
70,16,j
71,13,j
71,14,j
72,14,j
72,15,j
73,15,j
73,16,j
74,16,j
71,16,j
71,15,j
72,16,j
77,17,g
76,17,p
78,17,g
79,17,g
80,17,g
81,17,g
82,17,g
73,17,j
74,17,j
75,17,j
73,18,j
74,18,j
75,18,j
76,18,j
77,18,j
78,18,j
79,18,j
80,18,j
81,18,j
82,18,j
83,16,b
84,15,b
85,14,b
86,13,b
89,13,b
90,13,b
91,13,b
83,17,y
84,17,y
85,17,y
86,17,y
87,17,y
88,17,y
89,17,y
90,17,y
91,17,k
83,18,j
84,18,j
85,18,j
86,18,j
87,18,j
88,18,j
89,18,j
90,18,j
91,18,w
93,13,b
94,13,b
95,13,b
97,13,b
98,13,b
99,13,b
34,8,z
40,10,z
6,13,y
80,16,y
89,12,z
90,12,z
91,12,z
93,12,z
94,12,z
95,12,z
97,12,z
98,12,z
99,12,z
96,17,i
97,17,g
98,17,g
96,18,v
97,18,j
98,18,j
99,17,g
100,17,g
101,17,g
102,17,g
103,17,g
104,17,g
99,18,j
100,18,j
101,18,j
102,18,j
103,18,j
104,18,j
112,18,j
110,18,j
111,18,j
110,17,g
111,17,g
112,17,g
113,17,g
114,17,g
115,17,g
116,17,g
117,17,g
118,17,g
119,17,g
113,18,j
114,18,j
115,18,j
116,18,j
117,18,j
118,18,j
119,18,j
120,18,j
121,18,j
122,18,j
123,18,j
124,18,j
125,18,j
126,18,j
127,18,j
128,18,j
120,17,g
121,17,g
122,17,g
123,17,g
124,17,g
125,17,g
126,17,g
127,17,g
128,17,g
104,15,a
105,15,r
104,16,c
105,16,d
104,13,q
109,14,a
109,15,c
109,16,c
110,16,d
110,15,d
110,14,r
114,14,c
114,15,c
114,16,c
114,13,a
115,13,r
115,14,d
115,15,d
115,16,d
114,11,q
119,11,a
105,17,k
105,18,w
109,17,i
109,18,v
119,12,c
119,13,c
119,14,c
119,15,c
119,16,c
120,12,d
120,13,d
120,14,d
120,15,d
120,16,d
120,11,r
112,16,y
117,16,y
118,16,f
124,11,i
125,11,g
126,11,g
127,11,g
128,11,k
129,12,k
122,16,y
124,16,y
126,16,y
121,16,z
123,16,z
125,16,z
127,16,z
128,16,z
124,12,v
125,12,j
126,12,j
127,12,j
128,12,p
129,13,p
131,14,j
132,14,j
133,14,j
131,13,g
132,13,g
133,13,g
130,13,g
129,14,j
130,14,j
128,13,j
132,12,y
134,13,k
135,14,k
136,15,k
134,14,p
135,15,p
134,15,j
134,16,j
135,16,j
134,17,j
135,17,j
136,17,j
137,16,g
138,16,g
139,16,g
140,16,g
141,16,g
142,16,g
143,16,g
144,16,g
136,16,p
137,17,j
138,17,j
139,17,j
140,17,j
141,17,j
142,17,j
144,17,j
143,17,j
132,20,g
133,20,g
134,20,g
135,20,g
136,20,g
137,20,g
138,20,g
139,20,g
140,20,g
141,20,g
142,20,g
143,20,g
144,20,g
145,20,g
146,20,g
147,20,g
148,20,g
149,20,g
150,20,g
151,20,g
152,20,g
153,20,g
145,16,k
145,17,w
129,18,w
129,17,k
131,20,i
154,20,g
155,20,g
156,20,g
157,20,g
158,20,g
159,20,g
160,20,g
161,20,g
162,20,g
163,20,g
164,20,g
165,20,g
166,20,g
167,20,g
150,19,z
139,15,z
142,15,z
131,12,z
126,10,z
136,19,z
139,19,z
142,19,z
168,20,o
168,19,i
169,18,i
170,17,i
171,16,i
172,15,i
173,14,i
174,13,i
175,12,i
176,11,i
177,10,i
178,10,g
179,10,k
179,11,w
179,12,w
179,13,w
179,14,w
179,15,w
179,16,w
179,17,w
179,18,w
179,19,w
179,20,w
179,21,w
179,22,w
179,23,w
179,24,w
169,19,o
170,18,o
171,17,o
172,16,o
173,15,o
174,14,o
175,13,o
176,12,o
177,11,o
169,20,j
170,20,j
171,20,j
172,20,j
173,20,j
174,20,j
175,20,j
176,20,j
177,20,j
178,20,j
170,19,j
171,19,j
171,18,j
172,17,j
173,17,j
175,16,j
173,16,j
174,16,j
174,15,j
175,15,j
176,15,j
175,14,j
176,14,j
176,13,j
177,13,j
178,13,j
178,12,j
177,12,j
178,11,j
172,19,j
173,19,j
174,19,j
175,19,j
176,19,j
177,19,j
178,19,j
178,14,j
178,15,j
178,16,j
178,17,j
178,18,j
172,18,j
173,18,j
174,18,j
175,18,j
176,18,j
177,18,j
177,17,j
177,14,j
177,15,j
177,16,j
176,16,j
176,17,j
175,17,j
174,17,j
180,10,z
180,11,z
180,12,z
180,13,z
180,14,z
180,15,z
180,16,z
180,17,z
180,18,z
180,19,z
180,20,z
180,21,z
180,22,z
180,23,z
180,24,z
179,27,g
180,27,g
181,27,g
182,27,g
183,27,g
184,27,g
185,27,g
186,27,g
187,27,g
188,27,g
189,27,g
178,27,i
179,28,j
180,28,j
181,28,j
182,28,j
183,28,j
184,28,j
185,28,j
186,28,j
187,28,j
188,28,j
189,28,j
178,28,v
190,28,w
190,27,k
193,27,i
194,27,g
195,27,k
200,27,k
199,27,g
198,27,i
194,26,y
199,26,y
194,28,j
193,28,v
195,28,w
200,28,w
199,28,j
198,28,v
196,25,z
191,25,z
203,25,k
202,25,i
205,23,i
208,21,i
206,23,k
209,21,k
211,19,i
212,19,k
219,19,k
218,19,i
213,26,g
214,26,g
215,26,g
216,26,g
217,26,g
212,26,i
218,26,k
225,19,i
226,19,k
228,21,g
229,21,g
227,21,i
230,21,k
228,20,c
228,19,a
229,19,r
229,20,d
228,17,q
231,19,i
232,19,k
238,25,g
239,25,g
240,25,g
241,25,g
242,25,g
243,25,g
244,25,g
245,25,g
246,25,g
237,25,i
227,20,z
230,20,z
214,25,z
215,25,z
247,25,k
247,26,w
237,26,v
238,26,j
239,26,j
240,26,j
241,26,j
242,26,j
243,26,j
244,26,j
245,26,j
246,26,j
241,20,u
