200,30,7,10,H
5,19,i
6,19,g
7,19,g
8,19,g
9,19,g
10,19,g
11,19,g
12,19,g
13,19,g
14,19,g
15,19,g
16,19,g
17,19,g
18,19,g
19,19,g
20,19,g
21,19,g
22,19,g
23,19,g
24,19,g
25,19,g
26,19,g
27,19,g
28,19,g
29,19,g
30,19,g
31,19,g
5,20,v
6,20,j
7,20,j
8,20,j
9,20,j
10,20,j
11,20,j
12,20,j
13,20,j
14,20,j
15,20,j
16,20,j
17,20,j
18,20,j
19,20,j
20,20,j
21,20,j
22,20,j
23,20,j
24,20,j
25,20,j
26,20,j
27,20,j
28,20,j
29,20,j
30,20,j
31,20,j
32,20,j
33,20,j
34,20,j
35,20,j
36,20,j
37,20,j
5,21,v
6,21,j
7,21,j
8,21,j
9,21,j
10,21,j
11,21,j
12,21,j
13,21,j
14,21,j
15,21,j
16,21,j
17,21,j
18,21,j
19,21,j
20,21,j
21,21,j
22,21,j
23,21,j
24,21,j
25,21,j
26,21,j
27,21,j
28,21,j
29,21,j
30,21,j
31,21,j
32,21,j
33,21,j
34,21,j
35,21,j
36,21,j
37,21,j
32,19,j
33,19,j
34,19,j
35,19,j
36,19,j
37,19,j
33,18,j
34,18,j
35,18,j
36,18,j
37,18,j
32,18,i
33,17,i
34,17,g
35,17,g
36,17,g
37,17,k
22,15,b
23,15,b
24,15,b
23,12,b
41,17,i
42,17,g
43,17,k
41,18,v
42,18,j
43,18,j
41,19,v
42,19,j
43,19,j
47,17,i
48,17,g
49,17,k
47,18,v
48,18,j
49,18,j
47,19,v
48,19,j
49,19,j
52,17,i
53,17,g
54,17,g
55,17,g
56,17,g
57,17,g
58,17,g
59,17,g
60,17,g
61,17,g
62,17,g
63,17,g
64,17,g
65,17,g
66,17,g
67,17,k
52,18,v
53,18,j
54,18,j
55,18,j
56,18,j
57,18,j
58,18,j
59,18,j
60,18,j
61,18,j
62,18,j
63,18,j
64,18,j
65,18,j
66,18,j
52,19,v
53,19,j
54,19,j
55,19,j
56,19,j
57,19,j
58,19,j
59,19,j
60,19,j
61,19,j
62,19,j
63,19,j
64,19,j
65,19,j
66,19,j
67,18,j
68,18,k
69,19,k
68,19,j
69,20,j
68,20,j
68,21,j
70,20,g
71,20,g
72,20,g
73,20,g
74,20,g
75,20,g
76,20,g
77,20,g
78,20,g
79,20,k
70,21,j
71,21,j
72,21,j
73,21,j
74,21,j
75,21,j
76,21,j
77,21,j
78,21,j
79,21,j
75,17,b
76,17,b
77,17,b
79,15,b
80,15,b
81,15,b
86,19,b
87,19,b
88,19,b
93,20,i
94,20,g
95,20,g
96,20,g
97,20,g
98,20,g
99,20,g
100,20,g
101,20,g
102,20,g
103,20,g
104,20,g
105,20,g
106,20,g
107,20,g
108,20,g
109,20,g
110,20,g
111,20,g
112,20,k
93,21,v
94,21,j
95,21,j
96,21,j
97,21,j
98,21,j
99,21,j
100,21,j
101,21,j
102,21,j
103,21,j
104,21,j
105,21,j
106,21,j
107,21,j
108,21,j
109,21,j
110,21,j
111,21,j
112,21,j
93,22,v
94,22,j
95,22,j
96,22,j
97,22,j
98,22,j
99,22,j
100,22,j
101,22,j
102,22,j
103,22,j
104,22,j
105,22,j
106,22,j
107,22,j
108,22,j
109,22,j
110,22,j
111,22,j
112,22,j
116,15,g
119,15,g
122,15,g
125,15,g
116,11,b
119,11,b
122,11,b
125,11,b
128,21,v
129,21,j
130,21,j
131,21,j
132,21,j
